text_id,narrative_name,text,predicted_entity,predicted_entity_type,was_reconstructed,n_fragments_merged,predicted_role,role_confidence,role_evidence,role_method,candidate_role,predicted_agency,gold_entity,gold_role,gold_agency,correct_incorrect_uncertain,annotator_notes
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",Severgroupofforces,ORG,False,1,unknown,0.0,📍 Units of the Sever Group of Forces took more advantageous lines and positions.,no_signal,unknown,passive,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",AFU,ORG,False,1,unknown,0.0,"Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).",no_signal,unknown,unknown,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",Miropolye,LOC,False,1,unknown,0.0,"Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).",no_signal,unknown,passive,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",Pisarevka,LOC,False,1,unknown,0.0,"Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).",no_signal,unknown,unknown,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",Novaya,LOC,False,1,unknown,0.0,"Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).",no_signal,unknown,unknown,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",Sech,ORG,False,1,unknown,0.0,"Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).",no_signal,unknown,unknown,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",Kondratovka,LOC,False,1,unknown,0.0,"Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).",no_signal,unknown,unknown,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",Sumy,LOC,False,1,unknown,0.0,"Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).",no_signal,unknown,unknown,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",Kharkov,LOC,False,1,unknown,0.0,"In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).",no_signal,unknown,unknown,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",AFU,ORG,False,1,unknown,0.0,"In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).",no_signal,unknown,passive,,,,,
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",Udy,LOC,False,1,unknown,0.0,"In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).",no_signal,unknown,passive,,,,,
